class,SPEED,HARD_DRIVE,RAM,SCREEN,CD,MULTI,FIRM,ADS,TREND
2593,50,720,16,15,1,1,0,162,14
1740,33,214,4,14,0,0,0,162,14
2004,33,528,8,14,1,0,0,162,14
1590,33,214,4,15,0,0,0,162,14
1595,33,340,8,14,0,0,0,162,14
1099,33,340,4,14,0,0,0,162,14
2443,33,528,8,14,1,1,0,162,14
3090,33,1000,24,15,1,0,0,162,14
2904,33,1000,24,15,1,0,0,162,14
1595,50,340,8,14,0,0,0,162,14
1944,66,214,4,14,0,0,0,162,14
1995,66,420,8,15,1,0,0,162,14
2993,33,1000,24,15,1,1,0,162,14
2593,33,720,16,15,1,1,0,162,14
2049,66,420,8,15,1,1,0,162,14
1999,66,527,8,14,1,1,0,162,14
1349,33,270,4,14,0,0,1,162,14
2399,66,527,16,15,1,0,0,162,14
2593,50,528,8,14,1,1,0,162,14
1299,33,340,4,14,1,0,0,162,14
1799,66,420,8,14,1,0,0,162,14
2599,66,527,16,15,1,1,0,162,14
2845,33,1000,24,15,1,0,0,162,14
1999,66,420,8,14,1,1,0,162,14
4188,100,728,8,17,0,0,1,162,14
1499,50,545,4,15,1,0,0,162,14
3143,33,1000,24,15,1,1,0,162,14
3394,66,1000,24,15,1,0,0,162,14
1195,25,214,4,14,0,0,0,162,14
2004,50,528,8,14,1,0,0,162,14
1395,50,214,4,14,0,0,0,162,14
1495,33,214,4,14,0,0,0,162,14
1599,66,340,8,15,0,0,0,162,14
1549,33,210,4,15,1,1,0,162,14
1945,50,528,8,14,1,0,0,162,14
2040,33,528,8,15,1,0,0,162,14
3104,66,1000,24,15,1,0,0,162,14
2090,66,528,8,14,1,0,0,162,14
3193,66,1000,24,15,1,1,0,162,14
2054,66,528,8,14,1,0,0,162,14
2445,66,528,8,14,1,0,0,162,14
1704,50,214,4,14,0,0,0,162,14
2890,66,720,16,17,1,0,0,162,14
2199,66,730,8,15,1,0,0,162,14
2995,50,1000,24,15,1,0,0,162,14
1999,66,720,8,15,1,0,0,162,14
1795,33,528,8,14,1,0,0,162,14
3240,33,1000,24,17,1,0,0,162,14
1395,25,340,8,14,0,0,0,162,14
1945,50,528,8,14,1,0,0,162,14
1704,33,214,4,14,0,0,0,162,14
1445,66,214,4,14,0,0,0,162,14
2195,66,420,8,15,1,1,0,162,14
2244,66,528,8,14,1,0,0,162,14
3440,66,1000,24,17,1,0,0,162,14
2040,33,528,8,14,1,0,0,162,14
1999,66,420,8,14,1,1,0,162,14
2590,66,720,16,15,1,0,0,162,14
1949,66,420,8,15,1,0,0,162,14
1899,66,420,8,14,1,1,0,162,14
1599,33,540,4,14,1,0,0,162,14
2290,66,1000,8,14,1,0,0,162,14
2694,33,720,16,15,1,0,0,162,14
1199,33,428,4,15,0,0,0,162,14
3045,66,1000,24,15,1,0,0,162,14
1299,33,428,4,15,0,0,0,162,14
2744,66,720,16,15,1,0,0,162,14
1529,33,420,4,14,0,0,1,162,14
1799,66,545,8,15,1,0,0,162,14
2308,66,730,8,15,1,1,0,162,14
2643,66,528,8,14,1,1,0,162,14
1645,33,214,4,14,0,0,0,162,14
1499,33,340,4,15,1,1,0,162,14
1854,33,528,8,14,1,0,0,162,14
1408,33,340,4,14,1,1,0,162,14
2840,50,720,16,17,1,0,0,162,14
2995,33,1000,24,15,1,0,0,162,14
1744,33,214,4,14,0,0,0,162,14
1799,66,212,8,14,1,0,0,162,14
1740,33,214,4,15,0,0,0,162,14
2249,66,270,8,14,0,0,1,162,14
1299,33,210,4,14,0,0,0,162,14
1790,66,214,4,15,0,0,0,162,14
1199,33,210,4,14,0,0,0,162,14
1645,50,214,4,14,0,0,0,162,14
2593,33,528,8,14,1,1,0,162,14
1499,33,428,4,14,1,1,0,162,14
1740,50,214,4,14,0,0,0,162,14
2495,66,810,16,15,1,1,0,162,14
1995,66,528,8,14,1,0,0,162,14
2544,33,720,16,15,1,0,0,162,14
1899,66,527,8,14,1,0,0,162,14
1999,66,545,8,15,1,1,0,162,14
1890,33,528,8,15,1,0,0,162,14
2040,50,528,8,14,1,0,0,162,14
1708,66,540,4,14,1,1,0,162,14
1499,33,210,4,14,1,1,0,162,14
3094,33,1000,24,15,1,0,0,162,14
2044,33,528,8,14,1,0,0,162,14
1790,66,214,4,14,0,0,0,162,14
2145,66,420,8,15,1,1,0,162,14
1894,50,214,4,14,0,0,0,162,14
3054,50,1000,24,15,1,0,0,162,14
3054,33,1000,24,15,1,0,0,162,14
2899,66,1000,16,15,1,0,0,162,14
1995,66,528,8,14,1,0,0,162,14
3090,50,1000,24,15,1,0,0,162,14
2354,33,720,16,15,1,0,0,162,14
1894,33,214,4,14,0,0,0,162,14
2194,33,528,8,14,1,0,0,162,14
2390,33,720,16,15,1,0,0,162,14
1349,33,210,4,15,0,0,0,162,14
1399,33,210,4,14,1,1,0,162,14
2504,33,720,16,15,1,0,0,162,14
1645,66,340,8,14,0,0,0,162,14
2390,50,1000,24,17,1,0,0,162,14
2534,66,730,8,17,1,0,0,162,14
3140,66,1000,24,15,1,0,0,162,14
2090,33,1000,8,14,1,0,0,162,14
2443,33,720,16,15,1,1,0,162,14
2540,50,720,16,15,1,0,0,162,14
1754,66,214,4,14,0,0,0,162,14
2818,33,270,4,17,0,0,1,162,14
2540,33,720,16,15,1,0,0,162,14
2090,66,528,8,15,1,0,0,162,14
2940,33,1000,24,15,1,0,0,191,13
2304,33,720,16,15,1,0,0,191,13
2440,33,720,16,15,1,0,0,191,13
1769,66,540,8,14,0,0,0,191,13
2494,33,720,16,15,1,0,0,191,13
3043,66,1000,24,15,1,1,0,191,13
1195,33,214,4,14,0,0,0,191,13
1545,33,214,4,14,0,0,0,191,13
1840,33,528,8,15,1,0,0,191,13
1940,33,528,8,14,1,0,0,191,13
1299,33,428,4,15,0,0,0,191,13
1709,50,540,8,15,0,0,0,191,13
2340,33,720,16,15,1,0,0,191,13
2245,33,720,16,15,1,0,0,191,13
1299,33,340,4,14,1,0,0,191,13
1868,66,425,8,14,1,1,0,191,13
3094,33,1000,24,15,1,0,0,191,13
1859,66,540,8,15,0,0,0,191,13
1299,33,212,4,14,0,0,0,191,13
2399,66,730,16,15,1,0,0,191,13
1999,66,720,8,15,1,0,0,191,13
1669,66,425,8,14,0,0,0,191,13
1999,66,545,8,15,1,1,0,191,13
2598,66,730,16,15,1,1,0,191,13
1690,66,214,4,15,0,0,0,191,13
1990,66,528,8,14,1,0,0,191,13
2093,33,528,8,14,1,1,0,191,13
1940,33,528,8,15,1,0,0,191,13
1999,66,730,8,15,1,0,0,191,13
2334,66,730,8,17,1,0,0,191,13
2543,66,720,16,15,1,1,0,191,13
2790,66,720,16,17,1,0,0,191,13
1818,66,425,8,14,1,0,0,191,13
1599,66,340,8,15,0,0,0,191,13
3240,50,1000,24,17,1,0,0,191,13
2004,33,528,8,14,1,0,0,191,13
2140,33,1000,8,14,1,0,0,191,13
1739,33,212,4,17,0,0,0,191,13
1840,33,528,8,14,1,0,0,191,13
1199,33,210,4,14,0,0,0,191,13
2094,33,528,8,14,1,0,0,191,13
1548,33,424,4,14,1,0,0,191,13
1504,33,214,4,14,0,0,0,191,13
3149,100,728,8,14,0,0,1,191,13
1839,33,424,4,17,0,0,0,191,13
2940,50,1000,24,15,1,0,0,191,13
1845,50,528,8,14,1,0,0,191,13
1899,66,420,8,14,1,1,0,191,13
1445,33,214,4,14,0,0,0,191,13
2108,50,1000,8,15,1,1,0,191,13
1540,33,214,4,14,0,0,0,191,13
2644,66,720,16,15,1,0,0,191,13
1499,50,545,4,15,1,0,0,191,13
1999,100,420,8,14,1,0,0,191,13
1845,33,528,8,14,1,0,0,191,13
2994,33,1000,24,15,1,0,0,191,13
1389,33,212,4,15,0,0,0,191,13
1799,66,545,8,15,1,0,0,191,13
2118,66,730,8,15,1,1,0,191,13
1640,33,214,4,14,0,0,0,191,13
1973,33,528,8,14,1,1,0,191,13
1399,33,210,4,14,1,1,0,191,13
1895,66,528,8,14,1,0,0,191,13
1499,33,340,4,14,1,1,0,191,13
1759,66,425,8,15,0,0,0,191,13
1745,33,528,8,14,1,0,0,191,13
1788,66,425,4,14,1,1,0,191,13
2190,66,1000,8,14,1,0,0,191,13
2058,50,1000,8,15,1,0,0,191,13
2409,66,1000,8,17,0,0,0,191,13
1758,50,425,8,15,1,0,0,191,13
1918,66,540,8,14,1,0,0,191,13
1345,66,214,4,14,0,0,0,191,13
2740,50,720,16,17,1,0,0,191,13
2143,66,528,8,14,1,1,0,191,13
3240,33,1000,24,17,1,0,0,191,13
1968,66,540,8,14,1,1,0,191,13
1595,66,214,4,14,0,0,0,191,13
2493,50,720,16,15,1,1,0,191,13
2395,66,720,16,15,1,0,0,191,13
1694,33,214,4,14,0,0,0,191,13
2059,66,1000,8,15,0,0,0,191,13
2345,33,720,16,15,1,0,0,191,13
2539,100,270,4,14,0,0,1,191,13
3290,66,1000,24,17,1,0,0,191,13
1779,50,270,4,14,0,0,1,191,13
1589,66,425,4,14,0,0,0,191,13
1848,66,270,4,14,0,0,1,191,13
2093,50,528,8,14,1,1,0,191,13
1690,66,214,4,14,0,0,0,191,13
1858,50,540,8,15,1,0,0,191,13
2895,66,1000,24,15,1,0,0,191,13
2140,50,1000,8,14,1,0,0,191,13
1640,33,214,4,15,0,0,0,191,13
1929,66,212,4,17,0,0,0,191,13
1904,33,528,8,14,1,0,0,191,13
1844,66,214,4,14,0,0,0,191,13
1895,66,528,8,14,1,0,0,191,13
1819,33,270,4,14,0,0,1,191,13
1638,66,212,4,14,1,0,0,191,13
2199,66,528,8,15,1,1,0,191,13
1640,50,214,4,14,0,0,0,191,13
2393,33,720,16,15,1,1,0,191,13
1395,33,340,8,14,0,0,0,191,13
2054,66,528,8,14,1,0,0,191,13
3144,66,1000,24,15,1,0,0,191,13
2594,50,720,16,15,1,0,0,191,13
2249,66,270,8,14,0,0,1,191,13
1679,66,425,4,15,0,0,0,191,13
2345,66,528,8,15,1,0,0,191,13
1349,33,270,4,14,0,0,1,191,13
1199,33,428,4,15,0,0,0,191,13
2040,33,1000,8,14,1,0,0,191,13
2804,33,1000,24,15,1,0,0,191,13
1545,50,214,4,14,0,0,0,191,13
1579,66,212,4,15,0,0,0,191,13
1609,50,425,8,15,0,0,0,191,13
2893,33,1000,24,15,1,1,0,191,13
1295,50,214,4,14,0,0,0,191,13
2009,66,270,4,14,0,0,1,191,13
2845,50,1000,24,15,1,0,0,191,13
1495,33,340,8,14,0,0,0,191,13
2840,33,1000,24,15,1,0,0,191,13
1940,50,528,8,14,1,0,0,191,13
1418,33,340,4,14,1,1,0,191,13
1794,33,214,4,14,0,0,0,191,13
1499,33,428,4,14,1,1,0,191,13
2954,66,1000,24,15,1,0,0,191,13
1909,50,1000,8,15,0,0,0,191,13
2904,33,1000,24,15,1,0,0,191,13
2209,66,540,8,17,0,0,0,191,13
2594,33,720,16,15,1,0,0,191,13
1908,50,540,8,15,1,1,0,191,13
2198,100,420,8,14,1,1,0,191,13
2004,50,528,8,14,1,0,0,191,13
2898,100,730,16,15,1,1,0,191,13
3140,33,1000,24,17,1,0,0,191,13
1699,66,420,8,14,1,0,0,191,13
1640,50,214,4,15,0,0,0,191,13
1498,33,212,4,14,1,1,0,191,13
1898,66,420,8,14,1,1,0,191,13
2029,66,425,4,17,0,0,0,191,13
2168,66,1000,8,14,1,1,0,191,13
2118,66,1000,8,14,1,0,0,191,13
2194,50,528,8,14,1,0,0,191,13
1495,50,340,8,14,0,0,0,191,13
1738,66,425,4,14,1,0,0,191,13
2640,33,720,16,17,1,0,0,191,13
1448,33,212,4,14,1,0,0,191,13
1489,33,424,4,15,0,0,0,191,13
2404,50,720,16,15,1,0,0,191,13
1540,33,214,4,15,0,0,0,191,13
3094,50,1000,24,15,1,0,0,191,13
1794,50,214,4,14,0,0,0,191,13
2408,100,270,4,14,0,0,1,191,13
2454,66,720,16,15,1,0,0,191,13
1969,66,1000,8,14,0,0,0,191,13
2904,50,1000,24,15,1,0,0,191,13
1545,66,340,8,14,0,0,0,191,13
1718,66,340,4,14,1,1,0,191,13
1604,33,214,4,14,0,0,0,191,13
2993,33,1000,24,15,1,1,0,191,13
2194,33,528,8,14,1,0,0,191,13
2345,50,720,16,15,1,0,0,191,13
2699,100,730,16,15,1,0,0,191,13
1940,50,528,8,15,1,0,0,191,13
2440,50,720,16,15,1,0,0,191,13
1604,50,214,4,14,0,0,0,191,13
1808,50,425,8,15,1,1,0,191,13
1574,50,270,4,14,0,0,1,191,13
2990,66,1000,24,15,1,0,0,191,13
1599,66,340,4,14,1,0,0,191,13
1598,33,424,4,14,1,1,0,191,13
2493,33,720,16,15,1,1,0,191,13
1654,66,214,4,14,0,0,0,191,13
2795,100,528,16,14,1,0,0,191,13
1399,33,424,4,14,0,0,0,191,13
1295,33,214,4,14,0,0,0,191,13
2244,66,528,8,14,1,0,0,191,13
2404,33,720,16,15,1,0,0,191,13
2993,50,1000,24,15,1,1,0,191,13
1489,66,212,4,14,0,0,0,191,13
1688,66,212,4,14,1,1,0,191,13
1199,33,340,4,14,0,0,0,191,13
2845,33,1000,24,15,1,0,0,191,13
2745,33,1000,24,15,1,0,0,191,13
1990,66,528,8,15,1,0,0,191,13
2109,66,425,8,17,0,0,0,191,13
2740,33,720,16,17,1,0,0,191,13
1899,66,730,8,14,1,1,0,191,13
2490,66,720,16,15,1,0,0,191,13
1590,33,214,4,14,0,0,0,182,12
1195,33,214,4,14,0,0,0,182,12
1989,66,540,8,15,0,0,0,182,12
2404,66,720,16,15,1,0,0,182,12
3140,66,1000,24,15,1,1,0,182,12
1854,33,528,8,14,1,0,0,182,12
1490,33,214,4,14,0,0,0,182,12
1890,50,528,8,14,1,0,0,182,12
1858,66,545,4,17,1,0,0,182,12
1890,33,528,8,14,1,0,0,182,12
1940,66,528,8,14,1,0,0,182,12
2944,33,1000,24,15,1,0,0,182,12
2423,50,720,16,15,1,1,0,182,12
1399,66,428,4,14,0,0,0,182,12
2354,50,720,16,15,1,0,0,182,12
1854,50,528,8,14,1,0,0,182,12
2295,50,720,16,15,1,0,0,182,12
2248,66,1000,8,14,1,0,0,182,12
1799,66,425,8,14,0,0,0,182,12
2804,66,1000,24,15,1,0,0,182,12
1545,66,214,4,14,0,0,0,182,12
1644,33,214,4,14,0,0,0,182,12
1744,33,214,4,14,0,0,0,182,12
2590,33,720,16,17,1,0,0,182,12
1454,33,214,4,14,0,0,0,182,12
1779,33,424,4,17,0,0,0,182,12
2040,50,1000,8,14,1,0,0,182,12
2740,66,720,16,17,1,0,0,182,12
2335,33,212,8,17,1,1,0,182,12
2058,66,545,8,17,1,0,0,182,12
1568,33,428,4,15,1,1,0,182,12
2345,66,720,16,15,1,0,0,182,12
1899,66,730,8,15,1,0,0,182,12
1794,66,214,4,14,0,0,0,182,12
2745,66,1000,24,15,1,0,0,182,12
1499,33,428,4,14,1,1,0,182,12
2254,33,720,16,15,1,0,0,182,12
2095,66,528,8,15,1,0,0,182,12
1823,33,528,8,14,1,1,0,182,12
2339,66,540,8,17,0,0,0,182,12
1889,66,425,8,15,0,0,0,182,12
2944,50,1000,24,15,1,0,0,182,12
1999,66,730,8,15,1,0,0,182,12
1345,66,214,4,14,0,0,0,182,12
1890,50,528,8,15,1,0,0,182,12
2754,50,1000,24,15,1,0,0,182,12
2699,100,730,16,15,1,0,0,182,12
2098,66,540,8,14,1,1,0,182,12
2195,33,720,16,15,1,0,0,182,12
1599,66,340,8,15,0,0,0,182,12
2258,66,730,8,17,1,1,0,182,12
2295,33,720,16,15,1,0,0,182,12
1999,100,420,8,14,1,0,0,182,12
2323,33,720,16,15,1,1,0,182,12
1754,33,528,8,14,1,0,0,182,12
2390,33,720,16,15,1,0,0,182,12
1923,50,528,8,14,1,1,0,182,12
1295,33,214,4,14,0,0,0,182,12
1973,66,528,8,14,1,1,0,182,12
1368,50,428,4,15,0,0,0,182,12
2790,33,1000,24,15,1,0,0,182,12
2390,50,720,16,15,1,0,0,182,12
1339,33,424,4,14,0,0,0,182,12
1495,33,214,4,14,0,0,0,182,12
2044,33,528,8,14,1,0,0,182,12
1890,33,528,8,15,1,0,0,182,12
1899,66,540,8,14,0,0,0,182,12
1944,33,528,8,14,1,0,0,182,12
1640,66,214,4,14,0,0,0,182,12
1989,66,425,8,15,1,1,0,182,12
2840,66,1000,24,15,1,0,0,182,12
2094,66,528,8,14,1,0,0,182,12
1490,33,214,4,15,0,0,0,182,12
1199,33,210,4,14,0,0,0,182,12
1795,33,528,8,14,1,0,0,182,12
2690,33,720,16,17,1,0,0,182,12
2259,66,730,8,17,1,1,0,182,12
1828,33,428,4,17,1,1,0,182,12
2994,66,1000,24,15,1,0,0,182,12
2099,66,1000,8,14,0,0,0,182,12
2399,66,730,16,15,1,0,0,182,12
1628,50,428,4,17,0,0,0,182,12
1604,66,214,4,14,0,0,0,182,12
1640,66,214,4,15,0,0,0,182,12
1398,50,340,4,14,1,1,0,182,12
2440,66,720,16,15,1,0,0,182,12
1590,50,214,4,14,0,0,0,182,12
1845,66,528,8,14,1,0,0,182,12
2258,66,730,8,17,1,0,0,182,12
1985,33,212,8,15,1,1,0,182,12
2354,33,720,16,15,1,0,0,182,12
1998,66,425,8,14,1,1,0,182,12
2199,66,540,8,15,1,1,0,182,12
1795,50,528,8,14,1,0,0,182,12
1698,66,540,8,14,1,1,0,182,12
2544,33,720,16,15,1,0,0,182,12
2040,33,1000,8,14,1,0,0,182,12
1438,33,212,4,14,1,1,0,182,12
2249,66,270,8,14,0,0,1,182,12
1495,66,528,8,14,0,0,0,182,12
1590,33,214,4,15,0,0,0,182,12
1999,66,730,8,15,1,1,0,182,12
1388,33,212,4,14,1,0,0,182,12
2690,50,720,16,17,1,0,0,182,12
2754,33,1000,24,15,1,0,0,182,12
2695,33,1000,24,15,1,0,0,182,12
2189,66,1000,8,15,0,0,0,182,12
2690,33,1000,24,15,1,0,0,182,12
2339,66,425,8,17,1,1,0,182,12
1239,33,212,4,14,0,0,0,182,12
1758,50,545,4,17,1,0,0,182,12
1899,66,730,8,14,1,1,0,182,12
2290,33,720,16,15,1,0,0,182,12
1799,66,545,8,15,1,0,0,182,12
2594,66,720,16,15,1,0,0,182,12
1948,66,425,8,14,1,0,0,182,12
1468,66,428,4,15,0,0,0,182,12
1299,50,428,4,14,0,0,0,182,12
2695,50,1000,24,15,1,0,0,182,12
1679,33,212,4,17,0,0,0,182,12
1199,33,340,4,14,0,0,0,182,12
1790,33,528,8,15,1,0,0,182,12
2844,33,1000,24,15,1,0,0,182,12
1789,33,212,8,15,1,1,0,182,12
1699,66,420,8,14,1,0,0,182,12
2159,66,730,8,17,1,0,0,182,12
1299,50,340,4,14,1,0,0,182,12
2239,66,425,8,17,0,0,0,182,12
2298,66,1000,8,14,1,1,0,182,12
1744,50,214,4,14,0,0,0,182,12
1499,50,545,4,15,1,0,0,182,12
2473,66,720,16,15,1,1,0,182,12
1395,66,528,8,14,0,0,0,182,12
2654,33,1000,24,15,1,0,0,182,12
1599,66,540,8,14,1,0,0,182,12
2790,50,1000,24,15,1,0,0,182,12
2423,33,720,16,15,1,1,0,182,12
1395,33,214,4,14,0,0,0,182,12
1895,33,212,8,14,1,1,0,182,12
1399,33,210,4,14,1,1,0,182,12
1429,33,424,4,15,0,0,0,182,12
1923,33,528,8,14,1,1,0,182,12
1488,33,424,4,14,1,0,0,182,12
1904,66,528,8,14,1,0,0,182,12
1495,50,214,4,14,0,0,0,182,12
1528,33,428,4,17,0,0,0,182,12
1545,66,528,8,14,0,0,0,182,12
1295,50,214,4,14,0,0,0,182,12
2595,33,1000,24,15,1,0,0,182,12
2090,66,1000,8,14,1,0,0,182,12
1590,50,214,4,15,0,0,0,182,12
1799,66,420,8,14,1,1,0,182,12
2539,66,1000,8,17,0,0,0,182,12
1329,33,212,4,15,0,0,0,182,12
1899,66,425,8,14,1,1,0,182,12
1940,66,528,8,15,1,0,0,182,12
1538,33,424,4,14,1,1,0,182,12
2048,66,540,8,14,1,0,0,182,12
2044,50,528,8,14,1,0,0,182,12
2840,100,528,16,15,1,0,0,182,12
1499,50,340,4,15,1,1,0,182,12
1699,33,212,8,14,1,1,0,182,12
1790,33,528,8,14,1,0,0,182,12
2598,66,730,16,15,1,1,0,182,12
1898,66,420,8,14,1,1,0,182,12
2139,33,212,8,17,1,1,0,182,12
1599,66,545,4,15,1,0,0,182,12
1268,33,428,4,15,0,0,0,182,12
2898,100,730,16,15,1,1,0,182,12
2544,50,720,16,15,1,0,0,182,12
1554,50,214,4,14,0,0,0,182,12
2295,66,528,8,15,1,0,0,182,12
2444,33,720,16,15,1,0,0,182,12
2990,33,1000,24,15,1,1,0,182,12
3090,33,1000,24,15,1,1,0,182,12
1728,66,428,4,17,0,0,0,182,12
1695,33,528,8,14,1,0,0,182,12
1998,66,730,8,15,1,1,0,182,12
1554,33,214,4,14,0,0,0,182,12
1940,33,1000,8,14,1,0,0,182,12
1199,33,428,4,14,0,0,0,182,12
2198,100,420,8,14,1,1,0,182,12
2290,33,720,16,15,1,0,0,158,11
1718,66,428,4,17,0,0,0,158,11
1568,50,428,4,15,1,1,0,158,11
2595,33,1000,24,15,1,0,0,158,11
1899,66,730,8,15,1,0,0,158,11
1605,66,540,8,15,0,0,0,158,11
2444,33,720,16,15,1,0,0,158,11
1640,66,214,4,15,0,0,0,158,11
1490,33,214,4,15,0,0,0,158,11
2195,33,720,16,15,1,0,0,158,11
2248,66,730,8,17,1,0,0,158,11
1199,33,210,4,14,0,0,0,158,11
1495,33,214,4,14,0,0,0,158,11
1299,50,340,4,14,1,0,0,158,11
1398,50,340,4,14,1,1,0,158,11
1699,33,212,8,14,1,1,0,158,11
1599,66,545,4,15,1,0,0,158,11
1923,33,528,8,14,1,1,0,158,11
1680,66,540,8,15,1,0,0,158,11
1848,66,545,4,17,1,0,0,158,11
2345,66,720,16,15,1,0,0,158,11
1295,33,214,4,14,0,0,0,158,11
1799,66,420,8,14,1,1,0,158,11
2423,33,720,16,15,1,1,0,158,11
3140,66,1000,24,15,1,1,0,158,11
2590,33,720,16,17,1,0,0,158,11
2740,66,720,16,17,1,0,0,158,11
1973,66,528,8,14,1,1,0,158,11
1940,66,528,8,14,1,0,0,158,11
2295,33,720,16,15,1,0,0,158,11
1999,66,730,8,15,1,0,0,158,11
1989,33,212,8,15,1,1,0,158,11
1898,66,420,8,14,1,1,0,158,11
2699,100,730,16,15,1,0,0,158,11
2390,33,720,16,15,1,0,0,158,11
1399,33,210,4,14,1,1,0,158,11
1618,50,428,4,17,0,0,0,158,11
2473,66,720,16,15,1,1,0,158,11
2990,33,1000,24,15,1,1,0,158,11
1545,66,528,8,14,0,0,0,158,11
1644,33,214,4,14,0,0,0,158,11
1495,33,528,8,14,0,0,0,158,11
2328,100,270,4,14,0,0,1,158,11
1885,66,730,8,15,1,1,0,158,11
1790,33,528,8,15,1,0,0,158,11
1989,66,425,8,15,1,1,0,158,11
1518,33,428,4,17,0,0,0,158,11
1699,66,420,8,14,1,0,0,158,11
2090,66,1000,8,14,1,0,0,158,11
1490,33,214,4,14,0,0,0,158,11
1659,66,425,8,14,1,0,0,158,11
1845,66,528,8,14,1,0,0,158,11
1854,33,528,8,14,1,0,0,158,11
2440,66,720,16,15,1,0,0,158,11
1865,66,540,8,17,0,0,0,158,11
1295,50,214,4,14,0,0,0,158,11
2690,33,1000,24,15,1,0,0,158,11
1590,33,214,4,14,0,0,0,158,11
1599,66,540,8,15,0,0,0,158,11
1899,66,425,8,14,1,1,0,158,11
2148,66,730,8,17,1,1,0,158,11
1590,33,214,4,15,0,0,0,158,11
1578,50,270,4,14,0,0,1,158,11
1399,66,428,4,14,0,0,0,158,11
1828,66,270,4,14,0,0,1,158,11
1468,66,428,4,15,0,0,0,158,11
2323,33,720,16,15,1,1,0,158,11
2159,66,730,8,17,1,0,0,158,11
1899,33,212,8,14,1,1,0,158,11
1199,33,340,4,14,0,0,0,158,11
2075,66,1080,8,15,1,1,0,158,11
1795,66,540,8,15,1,0,0,158,11
2254,33,720,16,15,1,0,0,158,11
2944,33,1000,24,15,1,0,0,158,11
1818,50,428,4,17,1,1,0,158,11
1599,66,540,8,14,1,0,0,158,11
2898,100,730,16,15,1,1,0,158,11
1789,33,212,8,15,1,1,0,158,11
2598,66,730,16,15,1,1,0,158,11
2690,33,720,16,17,1,0,0,158,11
1748,50,545,4,17,1,0,0,158,11
2259,66,730,8,17,1,1,0,158,11
2544,33,720,16,15,1,0,0,158,11
2404,66,720,16,15,1,0,0,158,11
2215,66,730,16,15,1,1,0,158,11
1640,66,214,4,14,0,0,0,158,11
1904,66,528,8,14,1,0,0,158,11
1999,100,420,8,14,1,0,0,158,11
2354,33,720,16,15,1,0,0,158,11
2804,66,1000,24,15,1,0,0,158,11
1790,33,528,8,14,1,0,0,158,11
2844,33,1000,24,15,1,0,0,158,11
2099,66,425,8,17,1,0,0,158,11
1698,66,540,8,14,1,1,0,158,11
1195,33,214,4,14,0,0,0,158,11
2529,66,364,8,14,0,0,1,158,11
2840,66,1000,24,15,1,0,0,158,11
2295,66,528,8,15,1,0,0,158,11
1395,33,528,8,14,0,0,0,158,11
1799,66,545,8,15,1,0,0,158,11
1499,50,428,4,14,1,1,0,158,11
2790,33,1000,24,15,1,0,0,158,11
1899,66,730,8,15,1,1,0,158,11
2754,33,1000,24,15,1,0,0,158,11
2994,66,1000,24,15,1,0,0,158,11
1695,33,528,8,14,1,0,0,158,11
3090,33,1000,24,15,1,1,0,158,11
2399,66,730,16,15,1,0,0,158,11
2745,66,1000,24,15,1,0,0,158,11
1495,50,528,8,14,0,0,0,158,11
2594,66,720,16,15,1,0,0,158,11
2695,33,1000,24,15,1,0,0,158,11
1998,66,730,8,15,1,1,0,158,11
1890,33,528,8,14,1,0,0,158,11
1345,66,214,4,14,0,0,0,158,11
1299,50,428,4,14,0,0,0,158,11
3029,100,364,8,14,0,0,1,158,11
2249,66,270,8,14,0,0,1,158,11
1940,66,528,8,15,1,0,0,158,11
1499,50,545,4,15,1,0,0,158,11
2139,33,212,8,17,1,1,0,158,11
2339,66,425,8,17,1,1,0,158,11
2048,66,545,8,17,1,0,0,158,11
1823,33,528,8,14,1,1,0,158,11
2019,66,1000,8,15,1,0,0,158,11
1899,66,540,8,15,1,1,0,158,11
1950,66,730,8,15,1,1,0,158,11
1929,66,1000,8,14,1,0,0,158,11
2198,100,420,8,14,1,1,0,158,11
1944,33,528,8,14,1,0,0,158,11
1855,66,730,8,15,1,0,0,158,11
1268,33,428,4,15,0,0,0,158,11
2094,66,528,8,14,1,0,0,158,11
1754,33,528,8,14,1,0,0,158,11
2654,33,1000,24,15,1,0,0,158,11
1499,50,340,4,14,1,1,0,158,11
1940,33,1000,8,14,1,0,0,158,11
2369,66,1000,8,17,1,0,0,158,11
1890,33,528,8,15,1,0,0,158,11
1794,66,214,4,14,0,0,0,158,11
1899,66,730,8,14,1,1,0,158,11
1545,66,214,4,14,0,0,0,158,11
1554,33,214,4,14,0,0,0,158,11
1395,33,214,4,14,0,0,0,158,11
2339,33,212,8,17,1,1,0,158,11
1795,33,528,8,14,1,0,0,158,11
1199,33,428,4,14,0,0,0,158,11
1454,33,214,4,14,0,0,0,158,11
1545,66,540,8,15,0,0,0,158,11
2279,50,364,8,14,0,0,1,158,11
2595,66,528,8,15,1,0,0,158,11
1795,66,540,8,15,1,1,0,158,11
2040,33,1000,8,14,1,0,0,158,11
1749,66,425,8,15,1,0,0,158,11
1604,66,214,4,14,0,0,0,158,11
1368,50,428,4,15,0,0,0,158,11
2044,33,528,8,14,1,0,0,158,11
1744,33,214,4,14,0,0,0,158,11
2238,100,545,8,17,1,0,0,152,10
1698,66,540,8,14,1,1,0,152,10
1890,100,340,4,14,0,0,0,152,10
