ammonia,arsenic,cadmium,copper,viruses,lead,nitrates,mercury,selenium,uranium,class
11.05,0.13,0.12,1.49,0.994,0.128,17.61,0.0,0.04,0.03,0
27.47,0.98,0.09,1.73,0.998,0.09,5.44,0.001,0.06,0.09,0
11.07,0.95,0.1,0.82,0.08,0.114,10.3,0.003,0.07,0.01,0
10.7,0.99,0.121,1.27,0.3,0.078,17.6,0.003,0.0,0.05,0
25.72,1.0,0.03,1.52,0.27,0.036,4.31,0.002,0.04,0.07,0
15.47,0.99,0.11,1.95,0.0,0.067,1.78,0.002,0.1,0.0,0
26.9,1.0,0.07,1.94,0.992,0.023,3.32,0.007,0.09,0.01,0
9.84,0.94,0.05,1.93,1.0,0.124,18.9,0.007,0.06,0.04,0
23.02,0.96,0.04,1.92,0.39,0.067,12.31,0.01,0.07,0.07,0
23.5,1.01,0.07,1.0,1.0,0.108,18.69,0.002,0.01,0.05,0
8.95,0.93,0.13,1.99,0.41,0.158,4.42,0.004,0.05,0.07,0
25.39,0.59,0.09,1.97,0.25,0.199,12.1,0.008,0.03,0.02,0
17.6,0.96,0.12,1.93,0.46,0.177,11.44,0.002,0.07,0.0,0
8.4,0.99,0.04,1.83,0.48,0.189,0.67,0.001,0.02,0.01,0
4.6,0.95,0.12,1.99,0.993,0.167,13.76,0.009,0.09,0.04,0
27.41,1.01,0.03,1.96,0.01,0.104,5.21,0.002,0.02,0.06,0
5.74,0.94,0.1,0.67,0.19,0.159,3.98,0.0,0.1,0.02,0
16.32,1.01,0.11,1.94,0.3,0.071,4.04,0.007,0.07,0.02,0
28.43,1.01,0.125,0.01,0.999,0.15,1.88,0.01,0.01,0.09,0
29.7,0.94,0.03,1.06,0.991,0.177,8.65,0.007,0.04,0.05,0
0.47,0.96,0.08,1.85,0.09,0.013,10.5,0.006,0.08,0.04,0
26.43,0.84,0.08,0.23,0.03,0.082,17.22,0.008,0.07,0.09,0
4.53,1.01,0.127,1.97,0.18,0.159,2.88,0.001,0.05,0.02,0
17.62,0.95,0.08,1.97,1.0,0.186,2.7,0.0,0.03,0.07,0
8.01,0.93,0.04,1.47,0.996,0.189,7.58,0.004,0.07,0.04,0
21.56,0.95,0.12,1.92,1.0,0.147,15.36,0.005,0.02,0.05,0
0.92,0.99,0.125,1.49,0.994,0.125,12.29,0.009,0.04,0.08,0
15.98,0.95,0.12,0.6,1.0,0.159,7.56,0.002,0.07,0.03,0
26.97,0.95,0.05,1.86,0.0,0.118,7.68,0.004,0.1,0.04,0
29.65,0.94,0.08,1.93,0.999,0.111,10.57,0.006,0.06,0.03,0
10.27,0.73,0.12,0.96,0.999,0.121,11.41,0.002,0.07,0.09,0
24.24,1.01,0.1,1.77,0.25,0.009,18.2,0.005,0.01,0.07,0
27.47,0.98,0.08,1.93,0.42,0.133,6.97,0.003,0.06,0.08,0
22.03,1.02,0.129,1.23,0.993,0.052,13.57,0.002,0.07,0.07,0
18.42,0.91,0.03,0.95,0.998,0.03,11.78,0.009,0.06,0.03,0
5.88,0.47,0.07,0.86,0.15,0.086,18.86,0.005,0.05,0.03,0
12.33,0.37,0.08,1.73,0.35,0.063,11.92,0.01,0.08,0.03,0
3.77,0.95,0.09,0.38,1.0,0.062,14.1,0.01,0.09,0.03,0
29.07,0.08,0.13,0.22,0.998,0.037,0.66,0.004,0.0,0.05,0
1.94,0.83,0.01,1.95,0.11,0.195,11.2,0.005,0.02,0.09,0
18.32,1.01,0.128,0.95,0.998,0.03,12.46,0.009,0.06,0.03,0
2.79,0.62,0.02,1.92,0.999,0.199,6.64,0.006,0.06,0.06,0
1.47,0.33,0.1,1.17,0.15,0.175,18.5,0.009,0.07,0.01,0
26.0,0.98,0.1,1.95,0.25,0.195,12.38,0.008,0.03,0.02,0
5.98,0.99,0.13,0.17,0.33,0.111,8.5,0.009,0.0,0.02,0
12.22,0.89,0.09,1.98,0.997,0.186,2.48,0.0,0.03,0.07,0
6.42,1.03,0.04,1.93,0.2,0.036,12.84,0.004,0.05,0.03,0
12.84,0.68,0.03,0.85,0.15,0.135,1.24,0.007,0.0,0.08,0
12.28,0.98,0.11,0.4,0.49,0.075,10.28,0.008,0.06,0.08,0
13.42,1.0,0.122,0.5,1.0,0.117,13.54,0.001,0.08,0.09,0
7.05,0.94,0.09,1.93,0.992,0.158,8.4,0.009,0.03,0.07,0
19.03,1.01,0.12,1.99,0.991,0.178,2.45,0.007,0.03,0.08,0
1.79,0.42,0.1,1.48,0.31,0.136,7.15,0.006,0.07,0.02,0
26.61,0.95,0.04,0.8,0.999,0.109,6.1,0.009,0.06,0.0,0
5.71,0.99,0.07,0.33,0.11,0.138,12.72,0.003,0.0,0.05,0
26.53,0.3,0.01,1.9,0.999,0.035,13.24,0.008,0.05,0.03,0
27.64,1.02,0.05,1.94,0.995,0.122,9.18,0.009,0.02,0.05,0
15.13,0.98,0.11,1.93,0.24,0.148,4.85,0.001,0.09,0.04,0
19.21,0.37,0.02,1.93,0.04,0.058,18.78,0.008,0.08,0.05,0
29.47,1.02,0.07,1.99,1.0,0.192,17.21,0.009,0.1,0.05,0
28.48,0.95,0.07,0.7,1.0,0.067,0.83,0.002,0.1,0.0,0
7.73,1.01,0.123,1.05,0.25,0.081,10.77,0.001,0.01,0.07,0
29.1,0.95,0.08,1.99,1.0,0.15,11.0,0.007,0.07,0.05,0
29.31,0.95,0.07,0.36,0.995,0.044,3.44,0.007,0.07,0.03,0
5.12,0.96,0.06,1.07,0.996,0.002,10.22,0.009,0.04,0.09,0
3.4,0.98,0.09,1.9,0.05,0.038,15.07,0.001,0.05,0.04,0
0.98,1.0,0.11,1.1,0.999,0.141,9.32,0.004,0.04,0.01,0
3.83,1.01,0.125,1.47,0.998,0.182,8.88,0.005,0.05,0.04,0
19.51,1.01,0.08,1.45,0.39,0.113,2.82,0.001,0.01,0.04,0
13.46,0.97,0.12,1.34,0.18,0.103,16.39,0.0,0.06,0.05,0
6.76,1.01,0.06,1.98,0.25,0.076,17.85,0.002,0.02,0.03,0
4.55,0.96,0.04,1.92,0.992,0.186,8.77,0.004,0.04,0.03,0
22.32,0.24,0.11,1.96,0.993,0.09,18.54,0.002,0.03,0.05,0
2.12,1.029,0.128,1.22,0.5,0.02,3.14,0.008,0.1,0.07,0
25.47,0.98,0.129,0.47,0.4,0.036,8.61,0.008,0.04,0.05,0
28.49,0.29,0.09,0.74,0.07,0.035,14.9,0.01,0.03,0.08,0
29.13,1.03,0.09,1.96,1.0,0.045,7.22,0.008,0.03,0.08,0
7.03,1.01,0.125,1.72,1.0,0.063,1.25,0.001,0.0,0.07,0
18.48,0.24,0.07,1.92,0.993,0.192,4.59,0.006,0.08,0.0,0
13.7,0.98,0.09,0.63,0.41,0.059,0.69,0.0,0.08,0.01,0
25.95,0.98,0.12,1.98,0.995,0.059,13.37,0.003,0.09,0.0,0
16.28,0.69,0.03,0.31,0.992,0.077,13.61,0.001,0.07,0.04,0
1.62,0.95,0.04,1.97,0.995,0.157,3.66,0.01,0.06,0.04,0
8.61,1.02,0.128,1.34,0.35,0.1,17.75,0.007,0.02,0.04,0
23.31,0.98,0.12,1.72,0.46,0.003,18.36,0.003,0.05,0.04,0
26.64,0.93,0.05,1.51,0.991,0.085,1.49,0.005,0.02,0.01,0
9.06,0.19,0.06,1.56,0.23,0.088,9.45,0.009,0.09,0.03,0
16.16,1.01,0.12,0.86,1.0,0.181,5.55,0.001,0.03,0.05,0
11.85,0.96,0.05,0.28,0.04,0.081,7.95,0.005,0.08,0.07,0
14.71,0.97,0.03,1.72,0.15,0.195,9.15,0.005,0.01,0.01,0
9.97,0.1,0.12,1.92,1.0,0.054,11.04,0.004,0.01,0.04,0
7.88,1.0,0.11,1.9,0.992,0.079,14.36,0.007,0.06,0.09,0
14.43,0.54,0.01,1.21,0.996,0.082,2.22,0.004,0.01,0.06,0
29.68,1.0,0.125,0.2,0.43,0.112,10.35,0.001,0.07,0.07,0
6.67,0.95,0.09,0.44,1.0,0.097,17.7,0.002,0.07,0.09,0
19.07,0.29,0.04,1.02,0.28,0.085,18.04,0.008,0.05,0.02,0
22.75,1.0,0.123,0.71,0.999,0.048,6.47,0.005,0.02,0.0,0
28.9,0.94,0.08,0.08,0.997,0.118,0.41,0.002,0.08,0.01,0
1.75,0.99,0.12,1.95,0.992,0.112,3.82,0.01,0.05,0.07,0
5.27,0.57,0.03,0.55,0.996,0.067,6.15,0.005,0.1,0.01,0
24.5,0.95,0.05,0.89,0.998,0.045,7.41,0.008,0.03,0.08,0
5.45,1.02,0.129,1.32,1.0,0.194,19.09,0.0,0.06,0.01,0
23.51,1.02,0.126,1.14,0.991,0.154,15.49,0.002,0.08,0.09,0
10.81,1.02,0.1,1.64,1.0,0.197,5.32,0.005,0.07,0.07,0
18.42,0.55,0.08,1.98,0.998,0.199,11.57,0.009,0.06,0.03,0
9.83,0.94,0.1,0.28,0.13,0.05,16.54,0.006,0.08,0.04,0
8.69,1.02,0.122,1.81,0.26,0.138,13.07,0.006,0.1,0.07,0
2.78,0.51,0.01,1.95,0.19,0.183,17.68,0.002,0.07,0.04,0
6.36,0.98,0.07,1.54,0.08,0.175,13.22,0.002,0.04,0.03,0
8.53,0.98,0.122,0.94,0.16,0.061,3.88,0.009,0.02,0.02,0
2.79,0.5,0.04,0.44,0.999,0.156,6.75,0.006,0.06,0.06,0
8.26,0.98,0.07,0.56,0.04,0.009,9.21,0.002,0.08,0.01,0
28.79,0.95,0.05,0.2,0.43,0.112,10.14,0.001,0.07,0.07,0
10.47,0.93,0.07,1.98,0.998,0.068,3.71,0.0,0.08,0.07,0
13.11,0.84,0.06,0.18,0.05,0.046,2.42,0.006,0.03,0.04,0
28.92,0.96,0.04,1.96,0.32,0.049,7.45,0.001,0.0,0.06,0
11.9,0.97,0.09,1.96,1.0,0.04,7.29,0.008,0.05,0.05,0
15.07,0.96,0.07,0.36,0.36,0.168,9.46,0.004,0.07,0.03,0
20.94,1.03,0.05,1.97,1.0,0.146,3.68,0.003,0.02,0.07,0
9.76,0.44,0.08,0.74,0.992,0.024,4.51,0.01,0.03,0.05,0
29.45,0.99,0.07,1.93,1.0,0.016,8.55,0.003,0.06,0.01,0
15.25,1.01,0.125,0.06,0.31,0.006,4.44,0.006,0.04,0.08,0
6.89,1.03,0.12,1.46,0.999,0.034,7.8,0.004,0.03,0.01,0
3.66,0.33,0.05,1.96,0.42,0.199,11.08,0.003,0.04,0.07,0
12.08,1.02,0.07,1.9,0.991,0.044,0.98,0.004,0.09,0.07,0
22.67,0.0,0.03,1.14,0.11,0.18,9.4,0.006,0.05,0.03,0
28.87,0.98,0.125,1.15,0.992,0.141,13.02,0.007,0.07,0.06,0
6.55,0.97,0.07,1.74,0.26,0.003,1.75,0.007,0.0,0.02,0
20.77,0.24,0.04,1.33,0.991,0.093,12.78,0.008,0.09,0.02,0
15.39,1.01,0.11,1.41,0.999,0.076,2.14,0.008,0.07,0.09,0
29.44,0.98,0.04,1.99,0.22,0.026,12.67,0.005,0.03,0.03,0
26.69,0.98,0.08,1.4,0.992,0.055,10.6,0.004,0.05,0.03,0
20.53,0.74,0.07,0.78,0.992,0.097,16.05,0.003,0.09,0.02,0
23.73,0.99,0.1,1.99,1.0,0.015,3.43,0.007,0.05,0.01,0
14.94,0.74,0.08,1.95,0.36,0.08,15.91,0.008,0.05,0.05,0
25.89,0.43,0.1,1.15,0.995,0.133,4.21,0.0,0.01,0.08,0
27.37,1.029,0.127,1.73,0.998,0.09,6.03,0.001,0.06,0.09,0
27.67,0.22,0.06,0.54,0.998,0.065,11.68,0.005,0.0,0.09,0
29.76,0.97,0.04,0.95,0.3,0.104,1.35,0.003,0.07,0.01,0
26.08,0.98,0.08,1.97,0.18,0.159,2.64,0.001,0.05,0.02,0
5.04,0.86,0.1,1.91,0.993,0.165,13.43,0.005,0.01,0.08,0
29.15,1.0,0.03,1.94,0.34,0.056,18.79,0.004,0.08,0.04,0
5.49,1.02,0.09,1.23,0.999,0.053,18.01,0.004,0.08,0.03,0
7.64,0.95,0.08,1.98,0.993,0.154,8.22,0.003,0.0,0.02,0
15.08,0.98,0.11,1.99,0.995,0.195,2.98,0.008,0.06,0.06,0
0.84,1.0,0.127,0.62,0.03,0.183,15.93,0.006,0.06,0.03,0
12.59,0.62,0.12,1.61,0.998,0.167,2.57,0.002,0.04,0.05,0
29.06,1.01,0.124,0.5,0.996,0.016,9.49,0.003,0.06,0.01,0
19.39,0.87,0.09,1.95,0.997,0.184,13.94,0.009,0.06,0.08,0
27.05,0.97,0.09,1.3,0.996,0.012,9.86,0.008,0.04,0.06,0
4.22,0.44,0.07,0.61,0.06,0.199,6.19,0.004,0.05,0.02,0
2.08,1.0,0.12,1.92,0.26,0.081,8.09,0.001,0.04,0.08,0
22.52,0.95,0.08,0.44,0.03,0.034,7.2,0.005,0.05,0.08,0
28.33,0.96,0.07,0.63,0.08,0.088,11.63,0.003,0.05,0.04,0
14.67,1.02,0.124,1.84,0.24,0.032,1.91,0.001,0.03,0.09,0
5.65,0.98,0.124,0.47,0.2,0.036,12.84,0.004,0.05,0.03,0
9.27,0.98,0.129,0.93,1.0,0.059,3.13,0.004,0.0,0.01,0
29.25,1.01,0.05,0.75,0.22,0.088,17.06,0.004,0.03,0.03,0
21.94,1.01,0.07,1.21,1.0,0.106,14.01,0.005,0.05,0.06,0
19.9,0.94,0.07,1.95,0.997,0.184,14.82,0.009,0.06,0.08,0
12.18,0.18,0.02,1.78,0.43,0.099,8.53,0.009,0.06,0.08,0
11.87,0.99,0.07,1.94,0.01,0.092,11.7,0.005,0.0,0.02,0
7.38,0.83,0.05,1.58,0.15,0.121,18.9,0.005,0.05,0.08,0
29.65,0.5,0.12,1.9,0.01,0.199,2.57,0.007,0.03,0.09,0
17.89,0.22,0.02,1.92,0.998,0.111,11.51,0.01,0.04,0.04,0
14.96,0.96,0.12,0.43,0.31,0.018,18.27,0.002,0.09,0.04,0
13.22,0.61,0.06,0.25,0.997,0.108,5.56,0.0,0.05,0.05,0
20.27,0.96,0.08,0.97,0.997,0.037,12.93,0.007,0.08,0.08,0
8.18,0.93,0.1,1.95,0.998,0.189,12.9,0.009,0.06,0.02,0
28.06,0.97,0.08,1.93,0.18,0.177,10.96,0.01,0.01,0.07,0
9.47,0.99,0.05,0.29,0.15,0.1,6.6,0.005,0.09,0.0,0
21.09,0.94,0.08,1.96,0.44,0.187,16.4,0.001,0.05,0.06,0
4.91,1.0,0.124,0.91,0.997,0.149,16.43,0.004,0.06,0.01,0
10.56,0.98,0.06,0.05,0.06,0.153,15.58,0.002,0.07,0.08,0
24.25,1.0,0.127,1.96,0.991,0.184,17.26,0.008,0.05,0.01,0
6.74,0.88,0.02,1.02,0.995,0.188,11.4,0.006,0.03,0.01,0
23.33,1.01,0.08,1.94,0.996,0.017,15.92,0.005,0.04,0.01,0
15.9,1.0,0.07,0.55,0.43,0.01,12.75,0.001,0.07,0.0,0
2.22,1.029,0.128,1.07,0.999,0.033,4.35,0.0,0.03,0.09,0
29.02,0.94,0.04,0.02,1.0,0.1,4.63,0.004,0.01,0.01,0
3.81,1.02,0.11,1.9,0.999,0.164,1.98,0.009,0.08,0.09,0
10.54,0.89,0.06,1.92,0.999,0.199,6.54,0.001,0.09,0.08,0
28.5,1.01,0.04,1.98,1.0,0.103,11.54,0.006,0.07,0.01,0
17.98,0.98,0.125,1.09,0.49,0.177,3.49,0.004,0.07,0.06,0
26.36,0.96,0.08,0.4,0.32,0.047,14.35,0.001,0.05,0.04,0
22.56,0.94,0.12,1.99,1.0,0.189,11.36,0.003,0.08,0.01,0
27.31,0.98,0.13,0.56,0.01,0.104,5.21,0.002,0.02,0.06,0
15.62,0.65,0.04,1.82,0.49,0.027,11.61,0.004,0.02,0.02,0
11.0,0.95,0.03,1.97,0.09,0.097,15.39,0.004,0.07,0.04,0
14.01,0.96,0.06,0.95,0.998,0.087,19.49,0.0,0.02,0.06,0
27.65,0.98,0.04,1.91,1.0,0.012,14.46,0.001,0.03,0.01,0
28.76,1.029,0.125,0.05,0.998,0.026,4.04,0.0,0.05,0.02,0
3.34,0.94,0.07,0.66,0.04,0.033,4.71,0.008,0.04,0.03,0
18.14,0.93,0.07,0.37,0.38,0.034,19.74,0.007,0.1,0.04,0
18.25,0.94,0.12,0.37,0.05,0.038,4.71,0.009,0.04,0.04,0
15.1,1.01,0.129,0.72,0.1,0.176,5.94,0.002,0.04,0.07,0
2.1,1.03,0.09,1.2,0.992,0.15,9.81,0.005,0.01,0.08,0
11.72,1.0,0.01,0.4,0.49,0.075,9.76,0.008,0.06,0.08,0
27.16,1.03,0.12,0.56,0.01,0.104,4.28,0.002,0.02,0.06,0
12.29,1.0,0.08,0.62,0.33,0.12,0.84,0.008,0.03,0.01,0
11.44,0.96,0.09,0.28,0.04,0.081,8.72,0.005,0.08,0.07,0
21.38,1.0,0.05,0.33,0.993,0.172,5.31,0.001,0.04,0.06,0
6.81,1.02,0.123,1.84,1.0,0.037,2.38,0.008,0.09,0.03,0
25.41,1.01,0.123,0.05,0.998,0.112,3.09,0.006,0.01,0.04,0
15.91,0.47,0.12,0.36,0.995,0.044,3.84,0.007,0.07,0.03,0
6.94,1.0,0.129,0.35,1.0,0.054,3.26,0.007,0.05,0.03,0
3.1,0.27,0.08,0.35,0.49,0.175,5.17,0.008,0.02,0.03,0
10.66,1.03,0.04,1.97,0.49,0.002,9.09,0.002,0.02,0.06,0
17.74,0.94,0.12,1.77,0.46,0.103,1.16,0.001,0.05,0.04,0
0.72,0.07,0.12,1.99,0.09,0.199,12.96,0.001,0.05,0.0,0
16.32,0.07,0.03,1.75,1.0,0.071,3.24,0.007,0.07,0.02,0
25.13,0.06,0.09,0.53,0.995,0.094,16.44,0.009,0.04,0.04,0
11.93,1.02,0.122,0.6,0.995,0.156,17.05,0.009,0.06,0.06,0
10.17,0.99,0.12,1.62,0.24,0.079,12.06,0.002,0.03,0.0,0
10.45,0.39,0.0,1.82,0.21,0.068,9.56,0.004,0.1,0.03,0
27.82,0.97,0.06,1.97,1.0,0.143,5.15,0.005,0.03,0.01,0
22.69,0.98,0.12,1.91,1.0,0.179,8.94,0.005,0.02,0.02,0
16.4,0.95,0.06,0.5,0.18,0.147,18.68,0.005,0.05,0.02,0
20.99,0.96,0.09,0.47,0.993,0.109,5.34,0.001,0.07,0.05,0
17.42,1.0,0.129,1.52,0.27,0.036,5.15,0.002,0.04,0.07,0
29.18,0.93,0.11,1.99,1.0,0.058,1.6,0.004,0.1,0.01,0
2.15,0.99,0.121,1.71,0.46,0.152,14.98,0.01,0.08,0.04,0
10.56,1.01,0.12,1.21,0.36,0.156,19.35,0.009,0.02,0.04,0
11.37,0.93,0.09,0.96,0.17,0.049,2.24,0.004,0.03,0.04,0
1.45,0.8,0.09,1.71,0.35,0.045,8.9,0.0,0.06,0.02,0
4.24,1.01,0.126,0.33,0.14,0.068,18.56,0.001,0.01,0.06,0
7.99,0.99,0.13,1.39,0.16,0.064,2.44,0.003,0.04,0.01,0
2.87,0.54,0.07,1.07,0.16,0.021,10.58,0.003,0.03,0.06,0
11.75,1.02,0.126,1.47,1.0,0.184,10.8,0.0,0.1,0.06,0
12.11,1.02,0.129,1.43,0.997,0.108,12.5,0.001,0.08,0.02,0
5.64,0.08,0.06,0.82,0.23,0.158,2.79,0.001,0.05,0.03,0
29.77,1.01,0.1,1.16,0.998,0.077,16.98,0.007,0.03,0.03,0
28.19,0.98,0.08,0.1,0.993,0.088,3.63,0.007,0.05,0.04,0
20.44,0.52,0.01,0.15,0.995,0.128,16.94,0.001,0.0,0.03,0
10.92,0.95,0.04,1.15,0.992,0.155,16.93,0.005,0.09,0.08,0
4.91,1.01,0.1,1.91,1.0,0.182,11.7,0.009,0.02,0.04,0
21.15,0.99,0.127,0.91,0.998,0.075,12.66,0.002,0.09,0.05,0
6.63,0.93,0.05,0.82,0.23,0.158,2.45,0.001,0.05,0.03,0
22.11,0.96,0.09,1.94,0.997,0.125,15.5,0.007,0.05,0.09,0
5.64,0.88,0.07,0.82,0.23,0.158,2.15,0.001,0.05,0.03,0
0.45,0.66,0.02,0.95,0.995,0.134,15.07,0.01,0.03,0.07,0
9.95,0.95,0.03,1.97,0.23,0.088,9.67,0.009,0.09,0.03,0
9.24,1.03,0.06,1.04,0.993,0.161,18.82,0.005,0.04,0.06,0
9.39,0.95,0.1,1.74,1.0,0.024,12.68,0.001,0.05,0.0,0
25.91,1.03,0.12,0.01,0.997,0.1,15.22,0.0,0.08,0.05,0
22.22,0.99,0.129,1.96,0.993,0.09,18.68,0.002,0.03,0.05,0
19.62,0.63,0.01,0.11,1.0,0.108,11.9,0.008,0.03,0.02,0
20.64,0.94,0.04,0.96,0.5,0.094,4.34,0.005,0.07,0.08,0
5.7,0.98,0.127,1.63,0.993,0.015,8.52,0.0,0.04,0.07,0
14.83,1.02,0.128,0.92,0.26,0.133,15.24,0.01,0.06,0.07,0
1.15,0.93,0.08,0.96,0.29,0.059,7.11,0.004,0.05,0.06,0
14.6,1.01,0.123,1.46,0.41,0.153,0.96,0.003,0.04,0.07,0
3.65,1.0,0.128,1.22,0.17,0.062,9.27,0.001,0.01,0.04,0
1.29,0.98,0.06,1.95,0.16,0.085,11.16,0.006,0.02,0.08,0
28.13,0.99,0.08,1.93,1.0,0.152,19.19,0.002,0.02,0.06,0
7.84,0.94,0.08,1.9,0.996,0.111,3.53,0.0,0.03,0.09,0
2.33,1.01,0.04,0.53,0.998,0.003,5.54,0.005,0.01,0.06,0
10.7,0.22,0.1,1.71,0.3,0.064,0.34,0.009,0.08,0.07,0
20.11,1.01,0.1,1.61,0.0,0.042,18.86,0.001,0.09,0.02,0
20.41,1.02,0.13,0.92,0.09,0.065,14.41,0.004,0.07,0.03,0
10.95,0.98,0.122,1.21,0.991,0.074,2.2,0.001,0.0,0.07,0
5.95,0.67,0.0,1.96,0.998,0.199,3.28,0.004,0.07,0.03,0
2.53,1.02,0.09,0.37,0.992,0.057,13.62,0.002,0.08,0.06,0
12.12,1.02,0.123,2.0,0.997,0.186,3.32,0.0,0.03,0.07,0
0.71,0.94,0.05,0.18,0.999,0.178,5.15,0.003,0.07,0.03,0
11.53,0.94,0.1,1.15,0.992,0.155,17.67,0.005,0.09,0.08,0
21.41,1.02,0.128,0.82,1.0,0.131,19.3,0.006,0.05,0.05,0
29.12,0.99,0.123,0.41,1.0,0.124,10.01,0.0,0.05,0.07,0
16.15,0.97,0.09,1.56,0.37,0.156,3.09,0.002,0.08,0.0,0
6.98,1.01,0.125,1.39,1.0,0.064,3.2,0.003,0.04,0.01,0
6.32,1.02,0.09,0.47,0.2,0.036,11.92,0.004,0.05,0.03,0
20.73,0.97,0.04,0.97,0.994,0.068,11.0,0.004,0.08,0.07,0
19.95,0.94,0.08,1.29,0.42,0.056,17.32,0.001,0.05,0.08,0
21.66,0.31,0.03,0.06,0.11,0.099,7.48,0.002,0.08,0.05,0
19.83,0.99,0.1,1.27,0.31,0.189,11.44,0.003,0.08,0.01,0
26.33,0.29,0.06,1.6,0.37,0.078,11.53,0.001,0.03,0.08,0
25.03,1.01,0.127,0.53,0.995,0.094,17.03,0.009,0.04,0.04,0
11.45,0.94,0.11,1.91,0.16,0.172,8.32,0.007,0.08,0.04,0
13.1,0.93,0.05,0.79,0.17,0.095,11.15,0.007,0.06,0.04,0
19.0,0.97,0.09,1.99,0.28,0.085,18.54,0.008,0.05,0.02,0
27.22,0.94,0.05,1.95,0.36,0.107,6.39,0.006,0.03,0.06,0
6.4,0.08,0.04,1.91,0.48,0.079,8.72,0.008,0.02,0.08,0
28.29,1.01,0.05,0.61,0.999,0.006,18.27,0.001,0.02,0.07,0
9.7,0.96,0.05,1.81,0.26,0.138,12.92,0.006,0.1,0.07,0
29.4,0.3,0.08,1.92,0.994,0.04,4.45,0.003,0.03,0.05,0
29.44,0.99,0.11,0.21,0.33,0.064,5.04,0.004,0.01,0.08,0
12.78,0.29,0.08,1.42,0.995,0.053,10.85,0.01,0.1,0.09,0
28.91,1.01,0.08,1.99,0.995,0.192,18.17,0.009,0.1,0.05,0
14.18,1.03,0.09,1.69,0.45,0.107,11.64,0.001,0.01,0.04,0
11.35,0.96,0.04,1.32,0.26,0.074,18.25,0.003,0.09,0.01,0
28.07,1.03,0.1,1.68,0.994,0.077,17.64,0.008,0.06,0.06,0
27.72,0.1,0.06,0.67,0.995,0.048,2.65,0.004,0.03,0.03,0
27.86,1.02,0.03,1.98,0.43,0.045,11.87,0.008,0.0,0.01,0
0.53,1.01,0.129,0.5,0.39,0.069,1.77,0.007,0.04,0.04,0
15.75,0.99,0.122,1.98,0.997,0.122,5.6,0.004,0.03,0.08,0
24.49,0.98,0.06,1.61,0.998,0.167,2.48,0.002,0.04,0.05,0
3.16,0.93,0.08,0.76,0.49,0.168,1.18,0.01,0.07,0.08,0
0.86,0.56,0.12,0.96,0.29,0.059,7.19,0.004,0.05,0.06,0
9.79,0.98,0.05,1.98,1.0,0.183,18.11,0.002,0.07,0.04,0
21.28,0.98,0.04,1.91,1.0,0.006,18.26,0.006,0.09,0.0,0
23.55,1.029,0.129,1.97,1.0,0.035,3.68,0.007,0.09,0.09,0
3.74,0.94,0.09,1.97,0.07,0.125,3.62,0.005,0.05,0.02,0
13.1,0.71,0.12,1.96,0.49,0.156,13.94,0.004,0.06,0.01,0
21.99,0.96,0.05,1.41,0.12,0.103,7.12,0.0,0.05,0.06,0
1.2,1.01,0.126,0.57,0.08,0.103,9.21,0.009,0.03,0.08,0
12.64,1.02,0.127,0.76,0.994,0.028,13.63,0.006,0.02,0.08,0
17.5,1.01,0.124,0.37,0.38,0.034,19.74,0.007,0.1,0.04,0
8.72,0.15,0.02,0.52,0.09,0.127,1.31,0.004,0.06,0.09,0
12.28,0.14,0.06,1.93,0.997,0.091,1.76,0.0,0.01,0.06,0
15.84,0.63,0.08,1.96,1.0,0.199,8.87,0.004,0.03,0.0,0
13.73,0.25,0.03,0.98,0.27,0.062,3.96,0.008,0.07,0.02,0
16.54,0.93,0.12,1.96,0.42,0.073,18.0,0.006,0.07,0.08,0
4.79,1.01,0.127,1.23,0.999,0.053,18.93,0.004,0.08,0.03,0
15.48,0.08,0.05,1.19,0.47,0.143,2.22,0.005,0.03,0.08,0
21.49,0.16,0.04,0.29,0.4,0.007,8.92,0.007,0.09,0.05,0
20.28,0.98,0.124,1.78,0.37,0.038,8.36,0.005,0.01,0.03,0
2.83,1.01,0.129,1.29,0.25,0.129,19.45,0.008,0.1,0.04,0
17.55,0.99,0.129,1.44,0.36,0.02,16.75,0.002,0.01,0.0,0
15.84,0.88,0.11,0.46,0.994,0.0,4.61,0.007,0.01,0.05,0
20.86,0.14,0.09,1.95,0.997,0.199,17.27,0.007,0.04,0.06,0
27.19,1.0,0.127,0.75,0.22,0.088,17.32,0.004,0.03,0.03,0
27.24,0.28,0.11,0.4,0.997,0.022,2.92,0.008,0.07,0.08,0
19.66,1.02,0.04,0.45,0.28,0.063,5.94,0.009,0.01,0.06,0
6.23,0.78,0.09,1.98,0.26,0.048,11.74,0.005,0.03,0.07,0
1.97,0.99,0.12,1.11,0.26,0.081,7.24,0.001,0.04,0.08,0
25.2,0.97,0.05,1.99,0.3,0.078,18.31,0.0,0.01,0.09,0
29.75,0.68,0.09,0.56,0.992,0.002,11.4,0.008,0.02,0.09,0
20.54,0.6,0.03,1.05,1.0,0.018,0.38,0.001,0.02,0.0,0
16.69,1.02,0.06,1.04,1.0,0.07,7.77,0.009,0.09,0.06,0
4.22,0.12,0.06,1.93,0.06,0.199,6.33,0.004,0.05,0.02,0
22.52,0.95,0.05,0.49,0.42,0.139,10.39,0.006,0.07,0.03,0
16.64,1.0,0.04,1.92,0.992,0.077,14.22,0.001,0.07,0.04,0
